service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
000147,0,0,0,0,0,0,0,20181209,20191214
000148,0,0,0,0,0,0,0,20181209,20191214
000149,0,0,0,0,0,0,0,20181209,20191214
000150,0,0,0,0,0,0,0,20181209,20191214
000151,0,0,0,0,0,0,0,20181209,20191214
000152,0,0,0,0,0,0,0,20181209,20191214
000153,0,0,0,0,0,0,0,20181209,20191214
000154,0,0,0,0,0,0,0,20181209,20191214
000155,0,0,0,0,0,0,0,20181209,20191214
000157,0,0,0,0,0,0,0,20181209,20191214
000159,0,0,0,0,0,0,0,20181209,20191214
000161,0,0,0,0,0,0,0,20181209,20191214
000162,0,0,0,0,0,0,0,20181209,20191214
000163,0,0,0,0,0,0,0,20181209,20191214
000164,0,0,0,0,0,0,0,20181209,20191214
000165,0,0,0,0,0,0,0,20181209,20191214
000166,0,0,0,0,0,0,0,20181209,20191214
000167,0,0,0,0,0,0,0,20181209,20191214
000168,0,0,0,0,0,0,0,20181209,20191214
000169,0,0,0,0,0,0,0,20181209,20191214
000170,0,0,0,0,0,0,0,20181209,20191214
000171,0,0,0,0,0,0,0,20181209,20191214
000172,0,0,0,0,0,0,0,20181209,20191214
000173,0,0,0,0,0,0,0,20181209,20191214
000174,0,0,0,0,0,0,0,20181209,20191214
000175,0,0,0,0,0,0,0,20181209,20191214
000176,0,0,0,0,0,0,0,20181209,20191214
000177,0,0,0,0,0,0,0,20181209,20191214
000178,0,0,0,0,0,0,0,20181209,20191214
000179,0,0,0,0,0,0,0,20181209,20191214
000180,0,0,0,0,0,0,0,20181209,20191214
000181,0,0,0,0,0,0,0,20181209,20191214
000182,0,0,0,0,0,0,0,20181209,20191214
000183,0,0,0,0,0,0,0,20181209,20191214
000184,0,0,0,0,0,0,0,20181209,20191214
000185,0,0,0,0,0,0,0,20181209,20191214
000186,0,0,0,0,0,0,0,20181209,20191214
000187,0,0,0,0,0,0,0,20181209,20191214
000188,0,0,0,0,0,0,0,20181209,20191214
000189,0,0,0,0,0,0,0,20181209,20191214
000190,0,0,0,0,0,0,0,20181209,20191214
000191,0,0,0,0,0,0,0,20181209,20191214
000192,0,0,0,0,0,0,0,20181209,20191214
000193,0,0,0,0,0,0,0,20181209,20191214
000194,0,0,0,0,0,0,0,20181209,20191214
000195,0,0,0,0,0,0,0,20181209,20191214
000196,0,0,0,0,0,0,0,20181209,20191214
000197,0,0,0,0,0,0,0,20181209,20191214
000198,0,0,0,0,0,0,0,20181209,20191214
000199,0,0,0,0,0,0,0,20181209,20191214
000200,0,0,0,0,0,0,0,20181209,20191214
000201,0,0,0,0,0,0,0,20181209,20191214
000202,0,0,0,0,0,0,0,20181209,20191214
000203,0,0,0,0,0,0,0,20181209,20191214
000204,0,0,0,0,0,0,0,20181209,20191214
000205,0,0,0,0,0,0,0,20181209,20191214
000206,0,0,0,0,0,0,0,20181209,20191214
000207,0,0,0,0,0,0,0,20181209,20191214
000209,0,0,0,0,0,0,0,20181209,20191214
000210,0,0,0,0,0,0,0,20181209,20191214
000211,0,0,0,0,0,0,0,20181209,20191214
000212,0,0,0,0,0,0,0,20181209,20191214
000213,0,0,0,0,0,0,0,20181209,20191214
000219,0,0,0,0,0,0,0,20181209,20191214
000224,0,0,0,0,0,0,0,20181209,20191214
000225,0,0,0,0,0,0,0,20181209,20191214
000226,0,0,0,0,0,0,0,20181209,20191214
000227,0,0,0,0,0,0,0,20181209,20191214
000228,0,0,0,0,0,0,0,20181209,20191214
000229,0,0,0,0,0,0,0,20181209,20191214
000231,0,0,0,0,0,0,0,20181209,20191214
000232,0,0,0,0,0,0,0,20181209,20191214
000235,0,0,0,0,0,0,0,20181209,20191214
000236,0,0,0,0,0,0,0,20181209,20191214
000237,0,0,0,0,0,0,0,20181209,20191214
000238,0,0,0,0,0,0,0,20181209,20191214
000239,0,0,0,0,0,0,0,20181209,20191214
000240,0,0,0,0,0,0,0,20181209,20191214
000241,0,0,0,0,0,0,0,20181209,20191214
000242,0,0,0,0,0,0,0,20181209,20191214
000243,0,0,0,0,0,0,0,20181209,20191214
000244,0,0,0,0,0,0,0,20181209,20191214
000245,0,0,0,0,0,0,0,20181209,20191214
000246,0,0,0,0,0,0,0,20181209,20191214
000247,0,0,0,0,0,0,0,20181209,20191214
000248,0,0,0,0,0,0,0,20181209,20191214
000249,0,0,0,0,0,0,0,20181209,20191214
000250,0,0,0,0,0,0,0,20181209,20191214
000251,0,0,0,0,0,0,0,20181209,20191214
000252,0,0,0,0,0,0,0,20181209,20191214
000253,0,0,0,0,0,0,0,20181209,20191214
000254,0,0,0,0,0,0,0,20181209,20191214
000255,0,0,0,0,0,0,0,20181209,20191214
000256,0,0,0,0,0,0,0,20181209,20191214
000257,0,0,0,0,0,0,0,20181209,20191214
000258,0,0,0,0,0,0,0,20181209,20191214
000259,0,0,0,0,0,0,0,20181209,20191214
000260,0,0,0,0,0,0,0,20181209,20191214
000261,0,0,0,0,0,0,0,20181209,20191214
000262,0,0,0,0,0,0,0,20181209,20191214
000263,0,0,0,0,0,0,0,20181209,20191214
000264,0,0,0,0,0,0,0,20181209,20191214
000265,0,0,0,0,0,0,0,20181209,20191214
000266,0,0,0,0,0,0,0,20181209,20191214
000267,0,0,0,0,0,0,0,20181209,20191214
000268,0,0,0,0,0,0,0,20181209,20191214
000269,0,0,0,0,0,0,0,20181209,20191214
000270,0,0,0,0,0,0,0,20181209,20191214
000271,0,0,0,0,0,0,0,20181209,20191214
000272,0,0,0,0,0,0,0,20181209,20191214
000273,0,0,0,0,0,0,0,20181209,20191214
000274,0,0,0,0,0,0,0,20181209,20191214
000284,0,0,0,0,0,0,0,20181209,20191214
000285,0,0,0,0,0,0,0,20181209,20191214
000286,0,0,0,0,0,0,0,20181209,20191214
000287,0,0,0,0,0,0,0,20181209,20191214
000288,0,0,0,0,0,0,0,20181209,20191214
000292,0,0,0,0,0,0,0,20181209,20191214
000293,0,0,0,0,0,0,0,20181209,20191214
000300,0,0,0,0,0,0,0,20181209,20191214
000301,0,0,0,0,0,0,0,20181209,20191214
000302,0,0,0,0,0,0,0,20181209,20191214
000303,0,0,0,0,0,0,0,20181209,20191214
000304,0,0,0,0,0,0,0,20181209,20191214
000305,0,0,0,0,0,0,0,20181209,20191214
000306,0,0,0,0,0,0,0,20181209,20191214
000313,0,0,0,0,0,0,0,20181209,20191214
000315,0,0,0,0,0,0,0,20181209,20191214
000319,0,0,0,0,0,0,0,20181209,20191214
000320,0,0,0,0,0,0,0,20181209,20191214
000321,0,0,0,0,0,0,0,20181209,20191214
000322,0,0,0,0,0,0,0,20181209,20191214
000325,0,0,0,0,0,0,0,20181209,20191214
000328,0,0,0,0,0,0,0,20181209,20191214
000332,0,0,0,0,0,0,0,20181209,20191214
000333,0,0,0,0,0,0,0,20181209,20191214
000334,0,0,0,0,0,0,0,20181209,20191214
000335,0,0,0,0,0,0,0,20181209,20191214
000336,0,0,0,0,0,0,0,20181209,20191214
000337,0,0,0,0,0,0,0,20181209,20191214
000338,0,0,0,0,0,0,0,20181209,20191214
000340,0,0,0,0,0,0,0,20181209,20191214
000341,0,0,0,0,0,0,0,20181209,20191214
000342,0,0,0,0,0,0,0,20181209,20191214
000343,0,0,0,0,0,0,0,20181209,20191214
000344,0,0,0,0,0,0,0,20181209,20191214
000345,0,0,0,0,0,0,0,20181209,20191214
000346,0,0,0,0,0,0,0,20181209,20191214
000347,0,0,0,0,0,0,0,20181209,20191214
000349,0,0,0,0,0,0,0,20181209,20191214
000350,0,0,0,0,0,0,0,20181209,20191214
000351,0,0,0,0,0,0,0,20181209,20191214
000352,0,0,0,0,0,0,0,20181209,20191214
000354,0,0,0,0,0,0,0,20181209,20191214
000355,0,0,0,0,0,0,0,20181209,20191214
000356,0,0,0,0,0,0,0,20181209,20191214
000357,0,0,0,0,0,0,0,20181209,20191214
000358,0,0,0,0,0,0,0,20181209,20191214
000359,0,0,0,0,0,0,0,20181209,20191214
000360,0,0,0,0,0,0,0,20181209,20191214
000361,0,0,0,0,0,0,0,20181209,20191214
000362,0,0,0,0,0,0,0,20181209,20191214
000363,0,0,0,0,0,0,0,20181209,20191214
000364,0,0,0,0,0,0,0,20181209,20191214
000365,0,0,0,0,0,0,0,20181209,20191214
000366,0,0,0,0,0,0,0,20181209,20191214
000367,0,0,0,0,0,0,0,20181209,20191214
000368,0,0,0,0,0,0,0,20181209,20191214
000369,0,0,0,0,0,0,0,20181209,20191214
000370,0,0,0,0,0,0,0,20181209,20191214
000371,0,0,0,0,0,0,0,20181209,20191214
000372,0,0,0,0,0,0,0,20181209,20191214
000373,0,0,0,0,0,0,0,20181209,20191214
000374,0,0,0,0,0,0,0,20181209,20191214
000375,0,0,0,0,0,0,0,20181209,20191214
000376,0,0,0,0,0,0,0,20181209,20191214
000377,0,0,0,0,0,0,0,20181209,20191214
000378,0,0,0,0,0,0,0,20181209,20191214
000379,0,0,0,0,0,0,0,20181209,20191214
000380,0,0,0,0,0,0,0,20181209,20191214
000381,0,0,0,0,0,0,0,20181209,20191214
000382,0,0,0,0,0,0,0,20181209,20191214
000383,0,0,0,0,0,0,0,20181209,20191214
000384,0,0,0,0,0,0,0,20181209,20191214
000385,0,0,0,0,0,0,0,20181209,20191214
000386,0,0,0,0,0,0,0,20181209,20191214
000387,0,0,0,0,0,0,0,20181209,20191214
000388,0,0,0,0,0,0,0,20181209,20191214
000389,0,0,0,0,0,0,0,20181209,20191214
000390,0,0,0,0,0,0,0,20181209,20191214
000391,0,0,0,0,0,0,0,20181209,20191214
000392,0,0,0,0,0,0,0,20181209,20191214
000393,0,0,0,0,0,0,0,20181209,20191214
000394,0,0,0,0,0,0,0,20181209,20191214
000395,0,0,0,0,0,0,0,20181209,20191214
000396,0,0,0,0,0,0,0,20181209,20191214
000397,0,0,0,0,0,0,0,20181209,20191214
000398,0,0,0,0,0,0,0,20181209,20191214
000399,0,0,0,0,0,0,0,20181209,20191214
000400,0,0,0,0,0,0,0,20181209,20191214
000401,0,0,0,0,0,0,0,20181209,20191214
000402,0,0,0,0,0,0,0,20181209,20191214
000403,0,0,0,0,0,0,0,20181209,20191214
000404,0,0,0,0,0,0,0,20181209,20191214
000405,0,0,0,0,0,0,0,20181209,20191214
000406,0,0,0,0,0,0,0,20181209,20191214
000407,0,0,0,0,0,0,0,20181209,20191214
000408,0,0,0,0,0,0,0,20181209,20191214
000409,0,0,0,0,0,0,0,20181209,20191214
000410,0,0,0,0,0,0,0,20181209,20191214
000411,0,0,0,0,0,0,0,20181209,20191214
000412,0,0,0,0,0,0,0,20181209,20191214
000413,0,0,0,0,0,0,0,20181209,20191214
000414,0,0,0,0,0,0,0,20181209,20191214
000415,0,0,0,0,0,0,0,20181209,20191214
000416,0,0,0,0,0,0,0,20181209,20191214
000417,0,0,0,0,0,0,0,20181209,20191214
000418,0,0,0,0,0,0,0,20181209,20191214
000419,0,0,0,0,0,0,0,20181209,20191214
000420,0,0,0,0,0,0,0,20181209,20191214
000421,0,0,0,0,0,0,0,20181209,20191214
000422,0,0,0,0,0,0,0,20181209,20191214
000423,0,0,0,0,0,0,0,20181209,20191214
000424,0,0,0,0,0,0,0,20181209,20191214
000425,0,0,0,0,0,0,0,20181209,20191214
000426,0,0,0,0,0,0,0,20181209,20191214
000427,0,0,0,0,0,0,0,20181209,20191214
000428,0,0,0,0,0,0,0,20181209,20191214
000429,0,0,0,0,0,0,0,20181209,20191214
000430,0,0,0,0,0,0,0,20181209,20191214
000431,0,0,0,0,0,0,0,20181209,20191214
000432,0,0,0,0,0,0,0,20181209,20191214
000433,0,0,0,0,0,0,0,20181209,20191214
000434,0,0,0,0,0,0,0,20181209,20191214
000435,0,0,0,0,0,0,0,20181209,20191214
000436,0,0,0,0,0,0,0,20181209,20191214
000437,0,0,0,0,0,0,0,20181209,20191214
000439,0,0,0,0,0,0,0,20181209,20191214
000440,0,0,0,0,0,0,0,20181209,20191214
000441,0,0,0,0,0,0,0,20181209,20191214
000442,0,0,0,0,0,0,0,20181209,20191214
000443,0,0,0,0,0,0,0,20181209,20191214
000444,0,0,0,0,0,0,0,20181209,20191214
000445,0,0,0,0,0,0,0,20181209,20191214
000446,0,0,0,0,0,0,0,20181209,20191214
000447,0,0,0,0,0,0,0,20181209,20191214
000448,0,0,0,0,0,0,0,20181209,20191214
000449,0,0,0,0,0,0,0,20181209,20191214
000450,0,0,0,0,0,0,0,20181209,20191214
000451,0,0,0,0,0,0,0,20181209,20191214
000452,0,0,0,0,0,0,0,20181209,20191214
000453,0,0,0,0,0,0,0,20181209,20191214
000456,0,0,0,0,0,0,0,20181209,20191214
000457,0,0,0,0,0,0,0,20181209,20191214
000458,0,0,0,0,0,0,0,20181209,20191214
000460,0,0,0,0,0,0,0,20181209,20191214
000461,0,0,0,0,0,0,0,20181209,20191214
000462,0,0,0,0,0,0,0,20181209,20191214
000463,0,0,0,0,0,0,0,20181209,20191214
000464,0,0,0,0,0,0,0,20181209,20191214
000465,0,0,0,0,0,0,0,20181209,20191214
000466,0,0,0,0,0,0,0,20181209,20191214
000467,0,0,0,0,0,0,0,20181209,20191214
000472,0,0,0,0,0,0,0,20181209,20191214
000473,0,0,0,0,0,0,0,20181209,20191214
000474,0,0,0,0,0,0,0,20181209,20191214
000476,0,0,0,0,0,0,0,20181209,20191214
000480,0,0,0,0,0,0,0,20181209,20191214
000481,0,0,0,0,0,0,0,20181209,20191214
000482,0,0,0,0,0,0,0,20181209,20191214
000483,0,0,0,0,0,0,0,20181209,20191214
000484,0,0,0,0,0,0,0,20181209,20191214
000485,0,0,0,0,0,0,0,20181209,20191214
000487,0,0,0,0,0,0,0,20181209,20191214
000490,0,0,0,0,0,0,0,20181209,20191214
000492,0,0,0,0,0,0,0,20181209,20191214
000493,0,0,0,0,0,0,0,20181209,20191214
000494,0,0,0,0,0,0,0,20181209,20191214
000495,0,0,0,0,0,0,0,20181209,20191214
000496,0,0,0,0,0,0,0,20181209,20191214
000497,0,0,0,0,0,0,0,20181209,20191214
000500,0,0,0,0,0,0,0,20181209,20191214
000501,0,0,0,0,0,0,0,20181209,20191214
000502,0,0,0,0,0,0,0,20181209,20191214
000503,0,0,0,0,0,0,0,20181209,20191214
000504,0,0,0,0,0,0,0,20181209,20191214
000505,0,0,0,0,0,0,0,20181209,20191214
000506,0,0,0,0,0,0,0,20181209,20191214
000507,0,0,0,0,0,0,0,20181209,20191214
000508,0,0,0,0,0,0,0,20181209,20191214
000509,0,0,0,0,0,0,0,20181209,20191214
000510,0,0,0,0,0,0,0,20181209,20191214
000512,0,0,0,0,0,0,0,20181209,20191214
000513,0,0,0,0,0,0,0,20181209,20191214
000514,0,0,0,0,0,0,0,20181209,20191214
000516,0,0,0,0,0,0,0,20181209,20191214
000517,0,0,0,0,0,0,0,20181209,20191214
000518,0,0,0,0,0,0,0,20181209,20191214
000519,0,0,0,0,0,0,0,20181209,20191214
000520,0,0,0,0,0,0,0,20181209,20191214
000525,0,0,0,0,0,0,0,20181209,20191214
000528,0,0,0,0,0,0,0,20181209,20191214
000529,0,0,0,0,0,0,0,20181209,20191214
000530,0,0,0,0,0,0,0,20181209,20191214
000531,0,0,0,0,0,0,0,20181209,20191214
000532,0,0,0,0,0,0,0,20181209,20191214
000533,0,0,0,0,0,0,0,20181209,20191214
000534,0,0,0,0,0,0,0,20181209,20191214
000535,0,0,0,0,0,0,0,20181209,20191214
000536,0,0,0,0,0,0,0,20181209,20191214
000537,0,0,0,0,0,0,0,20181209,20191214
000538,0,0,0,0,0,0,0,20181209,20191214
000539,0,0,0,0,0,0,0,20181209,20191214
000540,0,0,0,0,0,0,0,20181209,20191214
000541,0,0,0,0,0,0,0,20181209,20191214
000542,0,0,0,0,0,0,0,20181209,20191214
000543,0,0,0,0,0,0,0,20181209,20191214
000544,0,0,0,0,0,0,0,20181209,20191214
000545,0,0,0,0,0,0,0,20181209,20191214
000546,0,0,0,0,0,0,0,20181209,20191214
000547,0,0,0,0,0,0,0,20181209,20191214
000548,0,0,0,0,0,0,0,20181209,20191214
000549,0,0,0,0,0,0,0,20181209,20191214
000550,0,0,0,0,0,0,0,20181209,20191214
000551,0,0,0,0,0,0,0,20181209,20191214
000552,0,0,0,0,0,0,0,20181209,20191214
000553,0,0,0,0,0,0,0,20181209,20191214
000554,0,0,0,0,0,0,0,20181209,20191214
000555,0,0,0,0,0,0,0,20181209,20191214
000556,0,0,0,0,0,0,0,20181209,20191214
000557,0,0,0,0,0,0,0,20181209,20191214
000558,0,0,0,0,0,0,0,20181209,20191214
000559,0,0,0,0,0,0,0,20181209,20191214
000561,0,0,0,0,0,0,0,20181209,20191214
000563,0,0,0,0,0,0,0,20181209,20191214
000564,0,0,0,0,0,0,0,20181209,20191214
000565,0,0,0,0,0,0,0,20181209,20191214
000566,0,0,0,0,0,0,0,20181209,20191214
000567,0,0,0,0,0,0,0,20181209,20191214
000568,0,0,0,0,0,0,0,20181209,20191214
000569,0,0,0,0,0,0,0,20181209,20191214
000570,0,0,0,0,0,0,0,20181209,20191214
000571,0,0,0,0,0,0,0,20181209,20191214
000573,0,0,0,0,0,0,0,20181209,20191214
000574,0,0,0,0,0,0,0,20181209,20191214
000576,0,0,0,0,0,0,0,20181209,20191214
000577,0,0,0,0,0,0,0,20181209,20191214
000578,0,0,0,0,0,0,0,20181209,20191214
000579,0,0,0,0,0,0,0,20181209,20191214
000580,0,0,0,0,0,0,0,20181209,20191214
000581,0,0,0,0,0,0,0,20181209,20191214
000586,0,0,0,0,0,0,0,20181209,20191214
000587,0,0,0,0,0,0,0,20181209,20191214
000588,0,0,0,0,0,0,0,20181209,20191214
000592,0,0,0,0,0,0,0,20181209,20191214
000594,0,0,0,0,0,0,0,20181209,20191214
000595,0,0,0,0,0,0,0,20181209,20191214
000597,0,0,0,0,0,0,0,20181209,20191214
000598,0,0,0,0,0,0,0,20181209,20191214
000599,0,0,0,0,0,0,0,20181209,20191214
000600,0,0,0,0,0,0,0,20181209,20191214
000601,0,0,0,0,0,0,0,20181209,20191214
000602,0,0,0,0,0,0,0,20181209,20191214
000603,0,0,0,0,0,0,0,20181209,20191214
000604,0,0,0,0,0,0,0,20181209,20191214
000605,0,0,0,0,0,0,0,20181209,20191214
000606,0,0,0,0,0,0,0,20181209,20191214
000607,0,0,0,0,0,0,0,20181209,20191214
000608,0,0,0,0,0,0,0,20181209,20191214
000609,0,0,0,0,0,0,0,20181209,20191214
000610,0,0,0,0,0,0,0,20181209,20191214
000611,0,0,0,0,0,0,0,20181209,20191214
000612,0,0,0,0,0,0,0,20181209,20191214
000613,0,0,0,0,0,0,0,20181209,20191214
000614,0,0,0,0,0,0,0,20181209,20191214
000615,0,0,0,0,0,0,0,20181209,20191214
000616,0,0,0,0,0,0,0,20181209,20191214
000617,0,0,0,0,0,0,0,20181209,20191214
000618,0,0,0,0,0,0,0,20181209,20191214
000619,0,0,0,0,0,0,0,20181209,20191214
000620,0,0,0,0,0,0,0,20181209,20191214
000621,0,0,0,0,0,0,0,20181209,20191214
000622,0,0,0,0,0,0,0,20181209,20191214
000623,0,0,0,0,0,0,0,20181209,20191214
000624,0,0,0,0,0,0,0,20181209,20191214
000625,0,0,0,0,0,0,0,20181209,20191214
000626,0,0,0,0,0,0,0,20181209,20191214
000627,0,0,0,0,0,0,0,20181209,20191214
000628,0,0,0,0,0,0,0,20181209,20191214
000632,0,0,0,0,0,0,0,20181209,20191214
000633,0,0,0,0,0,0,0,20181209,20191214
000634,0,0,0,0,0,0,0,20181209,20191214
000635,0,0,0,0,0,0,0,20181209,20191214
000638,0,0,0,0,0,0,0,20181209,20191214
000639,0,0,0,0,0,0,0,20181209,20191214
000640,0,0,0,0,0,0,0,20181209,20191214
000641,0,0,0,0,0,0,0,20181209,20191214
000642,0,0,0,0,0,0,0,20181209,20191214
000643,0,0,0,0,0,0,0,20181209,20191214
000644,0,0,0,0,0,0,0,20181209,20191214
000645,0,0,0,0,0,0,0,20181209,20191214
000646,0,0,0,0,0,0,0,20181209,20191214
000648,0,0,0,0,0,0,0,20181209,20191214
000649,0,0,0,0,0,0,0,20181209,20191214
000651,0,0,0,0,0,0,0,20181209,20191214
000654,0,0,0,0,0,0,0,20181209,20191214
000655,0,0,0,0,0,0,0,20181209,20191214
000656,0,0,0,0,0,0,0,20181209,20191214
000657,0,0,0,0,0,0,0,20181209,20191214
000658,0,0,0,0,0,0,0,20181209,20191214
000659,0,0,0,0,0,0,0,20181209,20191214
000660,0,0,0,0,0,0,0,20181209,20191214
